statement|sentiment|topic|url
A super-intelligent AI would have no reason to care about us.|NEG|machine human interface|http://www.acceleratingfuture.com/tom/?m=200712
A supercomputer begins operation on Maui.|NEU|machine human interface|http://www.bluehawaiian.com/explore/history/timetable
A supercomputer can't run the FAH client in it's present form and it wouldn't make sense to connect it in the same way.|NEG|machine human interface|http://foldingforum.org/viewtopic.php?f=15&t=14779&start=0
A supercomputer integrated on the nanometer scale could fit easily on top of a grain of salt.|NEU|machine human interface|http://mitre.org/news/the_edge/january_02/ellenbogen.html
A supercomputer model would be able to predict that this waterfall, figure 3, would break into a lacework pattern over this particular flow -- most don't -- but it's physically impossible to predict exactly what the breakup will look like more than fraction of a second in advance.|NEU|machine human interface|http://theonlinephotographer.typepad.com/the_online_photographer/2010/10/stochastic-photography.html
A supercomputer navigation system could some day allow a car to drive itself, provide synthetic vision for soldiers in the field, and be used in assisted living situations to monitor motion and call for help.|NEU|machine human interface|http://ddrrnt.amplify.com/page/11/
A supercomputer or super network will have human architects, and would then fit under the first definition.|NEU|machine human interface|http://speculationrules.com/netcohort/tech.php
A supercomputer simulation conducted by the National Center for Atmospheric Research (NCAR) in conjunction with the Los Alamos National Laboratory indicates that the oil spill in the Gulf of Mexico is likely to move up the East Coast.|NEU|research computing|http://www.smartplanet.com/business/blog/smart-takes/supercomputer-simulations-say-oil-spill-may-head-up-east-coast/7808/
A supercomputer today can perform in one day as many calculations as it would take all inhabitants in the world (roughly 6 billion) making one sum a second for 46 years straight.|NEU|machine human interface|http://www.azonano.com/details.asp?ArticleId=2545
A superintelligence can hold bigger ideas in its head than you can.|NEU|machine human interface|http://www.acceleratingfuture.com/michael/blog/category/superintelligence/
A superintelligence can take everything into account that a human being could possibly think of, plus many orders of magnitude more.|NEU|machine human interface|http://acceleratingfuture.com/sl4wiki/Singularitarian_FAQ
A superintelligence could rewrite itself to remove human tampering.|NEU|machine human interface|http://www.acceleratingfuture.com/tom/?m=200712
A superintelligence might be able to re-create, if not the same memories, then functionally equivalent ones.|NEU|machine human interface|http://lesswrong.com/lw/1ay/is_cryonics_necessary_writing_yourself_into_the/
A superintelligence might be able to walk into a lab and point out ten different things the resident scientists never thought of, accelerating research by years or even decades.|NEU|machine human interface|http://www.acceleratingfuture.com/michael/blog/2006/04/
A superintelligence sees your move coming a mile away - in fact, a superintelligence would probably be able to simulate you and your environment to a sufficiently accurate measurement that ve would know what you are going to do in many years.|NEU|search engine|http://acceleratingfuture.com/sl4wiki/Singularitarian_FAQ
A system that will generate you unlimited Clickbank Commissions on complete autopilot!|POS|finance|http://mikepaetzold.com/page/28/
A team from a local bicycle shop is also scheduled to power a supercomputer with cycling power.|NEU|machine human interface|http://www.hpcwire.com/specialfeatures/sc08/offthewire/Cluster_Challenge_Tests_Endurance.html
A team that should eventually comprise thousands of staffers around the world using a supercomputer combining the computational power of 10,000 PCs is expected to reach its goal in about two more decades.|NEU|machine human interface|http://therearenosunglasses.wordpress.com/2010/04/20/
A technician will also record test data, prepare reports and summaries and charts that interpret the test results.|NEU|machine human interface|http://mesharticles.com/articledetail.php?artid=25699&catid=377&title=Make+Green+Living+Your+Career+as+an+Environmental+Protection+Technician
A third change is that somehow the next AI town (the middle-west one) will be fully built in a very short time, probably instantly.|NEU|machine human interface|http://maps4heroes.com/heroes5/campaigns_walkthrough_eng.php?&limit=0
A third trend could be the development of text analytics for specific concepts : Sentiment Analysis and Named Entity recognition is hard work if one wants to produce sound and accurate results.|NEU|natural language technologiy|http://smartdatacollective.com/themoskalafatis/18105/future-and-trends-text-analytics
A tiara, diadem, or crown, shall not be more honourable to the princely wearer, than sound wisdom-true religion-coupled with deep learning, shall be to the Christian and the scholar.|NEU|machine human interface|http://godrules.net/library/clarke/clarkepro4.htm
A tiered evaluation scheme that combines pre-existing information on serious ocular tissue damage and on eye irritation (including data relating to historical human or animal experience) as well as considerations on structure-activity relationships (SAR) or structure-property relationships (SPR) and the output of validated in vitro tests shall be used for substances where no clear test data exist for those substances: A.|NEU|natural language technologiy|http://osha.gov/pls/oshaweb/owadisp.show_document?p_table=FEDERAL_REGISTER&p_id=21110
A transfer learning technique might choose to pick similar features between the training and test data and learn only on those features.|NEU|machine human interface|http://metaoptimize.com/qa/questions/3318/in-which-domains-is-transfer-learning-useful?sort=oldest
A truly effective robot guardian will have to be able to make complex decisions and will require a high degree of artificial intelligence.|NEU|machine human interface|http://moah.org/exhibits/archives/robotman/domestic/domestic.html
A typical AI programming project will be required.|NEU|research computing|http://jklp.org/public/profession/papers/utcs/report.htm
A typical artifical neural network might have a hundred neurons.|NEU|machine human interface|http://dtreg.com/mlfn.htm
A typical home computer will have about 1 to 4 Gigabytes of RAM whilst a supercomputer will have Terabytes in order to process a huge amount of data.|NEU|machine human interface|http://teach-ict.com/gcse_computing/ocr/212_computing_hardware/memory/miniweb/pg5.htm
A typical polygraph examination will include a period referred to as a pre-test, a chart collection phase and a test data analysis phase.|NEU|natural language technologiy|http://www.polygraph.org/section/resources/frequently-asked-questions
A typical supercomputer might consume many thousand kilowatts of power, producing the same amount of heat as tens of thousands of light bulbs.|NEU|machine human interface|http://www.symmetrymagazine.org/cms/?pid=1000219
A useful resource would be the MIT Encyclopedia of Cognitive Science, available to universities on the web via subscription, and updated regularly.|POS|machine human interface|http://aesthetics-online.org/articles/index.php?articles_id=11&print=1&print=1&print=1&print=1&print=1&print=1&print=1&print=1
A variety of applications in brain research and computational neuroscience will be discussed.|NEU|research computing|http://www.stat.ucla.edu/%7Edinov/courses_students.dir/06/Winter/NS172.dir/NS172_description.html
A video surveillance network coupled to computers running pattern recognition software and sorting and saving the resulting data would simply put that public information in a form permitting other people to find and use it.|NEU|machine human interface|http://daviddfriedman.com/Academic/Privacy%20and%20Technology.html
A voice recognition system can be used to control the navigation system, audio and telephone.|NEU|natural language technologiy|http://technofile.com/cars/audi_a8l.asp
A well designed data warehouse can greatly enhance the effectiveness of the data mining process.|POS|research computing|http://www.b-eye-network.com/archive/2007/march/
A wide range of exclusion techniques for access control, such as face recognition software, could be applied to South African casinos.|NEU|gaming|http://rgco.org/en/research/library_results.cfm?SR=541&keywords=&anyallexact=any&categories=all&locations=all&types=1009&sources=all&dtStart=&dtEnd=
A wide variety of new tools (statistical and probabilistic methods, ideas from the machine learning community) are likely to be increasingly applied in computational semantics.|NEU|machine human interface|http://atlas-conferences.com/cgi-bin/calendar/d/faax40
A wise integration of data mining tools and chemical information may provide advantage also in assessing the model reliability.|POS|search engine|http://opentox.org/data/blogentries/public/opentoxworkshoppotsdam2010
A with Tellme on Speech Recognition Make a call, or press a button on a voice activated device to reach a contact center or receive a call from it and chances are growing that you will be listening and speaking to a machine, i.|NEU|machine human interface|http://ivr.tmcnet.com/topics/ivr-voicexml/listAll.aspx
A word-game where you have to g NNOracle Stock adviser based on neural network and some element of techical analysis NoiseNakPlus Advanced multimedia control NoiseNakPlus - Educational Advanced multimedia control NotePager 32 Alphanumeric paging software for pagers or cell phones NotePager Net Full featured network paging gateway NotePager Pro Send text messages to pagers, mobile phones, and PIMs using an easy to use NoteWorks NoteWorks is the next step in to-do list management.|NEU|natural language technologiy|http://www.biznet1.com/bm/software/index.html
A) MACHINE LEARNING THEORY Instructor: Avrim Blum Time: TR 1:30-2:50 Place: Wean 5409 Course description: This course will focus on theoretical aspects of machine learning.|NEU|research computing|http://www.cs.cmu.edu/~avrim/ML04/index.html
A) The Asian H5N1 AI virus can be spread through oral contact with fecal matter, saliva and nasal discharges of infected birds.|NEU|natural language technologiy|http://newcanaannature.org/resources/articles/health/avianflu.php
A) The Asian H5N1 AI virus could be transported through virus-contaminated articles or by illegally imported birds or bird products.|NEU|machine human interface|http://newcanaannature.org/resources/articles/health/avianflu.php
A) and any ethical issues arising from the research can be discussed with the UTS Research Ethics Manager Ms Susanna Gorman on Ph: 02 9514-1279 Please note that as a user of speech recognition sometimes a word will appear misplaced or out of context if I have responded to your email quickly.|NEU|natural language technologiy|http://brazilmax.com/forum/vote.cfm?MID=637
A-804 will include all of the blue prints, drawings, engineering data, test data, conformity reports, inventory paperwork, all dies, tooling and jigs, as well as any and all inventory specific to the Luscombe 185-1.|NEU|natural language technologiy|http://www.nationalauctionlist.com/oklahoma-auctions.php
A-804 will include all of the blue prints, drawings, engineering data, test data, conformity reports, inventory paperwork, all dies, tooling and jigs, as well as any and all inventory specific to the Luscombe 185-11E aircraft.|NEU|search engine|http://tranzon.com/SearchSeeAllCommercial.aspx
A-GPS for locating you, therefore tracking would require a big data plan.|NEU|machine human interface|http://www.mylgarena.com/index.php?topic=1821.msg11546
A2I site ) one cannot but wonder aloud how this will affect Machine Learning in general.|NEU|machine human interface|http://hunch.net/?cat=14
A: Cross-planet attacks will occasionally be launched by the AI -- usually not more frequently than every 45 minutes or so, and often only once every few hours.|NEU|machine human interface|http://arcengames.com/mediawiki/index.php?title=AI_War_-_Cross_Planet_Attacks
A: Machine translation may very well prove its use within a Web 2.|NEU|machine human interface|http://gilbane.com/globalization/web-20/
A: No, what must be proven is that the AI will remain Friendly if it does undergo Hard Takeoff.|NEU|machine human interface|http://www.acceleratingfuture.com/wiki/Friendly_AI_PAQ
A: Template's will be created and used by both individuals and roles within the intelligent agent.|NEU|machine human interface|http://dodsbir.net/Sitis/archives_display_topic.asp?Bookmark=28203
A: That roman numeral is the tech level that the AI uses for attacking you with its waves, as well as the minimum tech level it will use to reinforce its own planets.|NEU|machine human interface|http://www.arcengames.com/mediawiki/index.php?title=AI_War_-_AI_Techs
A: We have designed the AI with innate behavior that will allow it to react to its environment (seeing the enemy as well as hearing sounds of bullets, movement, yells of other AI, shelling, etc.|NEU|machine human interface|http://cncworld.org/?page=games/renegade/faq
A: Yes and no - they could already be interested in an AI school but they will not already be interested in a user coached school UNLESS you recruited that player in a prior season and he ended up playing Junior College basketball and is looking to transfer.|NEU|machine human interface|http://whatifsports.com/hd/help/faq.aspx
AA-01112, AB-00137, AC-01084, AD-00122 or AI-00249 or later that are equipped with original Card Readers will require a 207-0563-001S cable for Control Panel PCB connection.|NEU|natural language technologiy|http://atmequipment.com/s.nl?sc=15&category=4682&it=A&id=1799&fromsla=T
AATG Pts:60 Giving commands to vehicle AI would be useful.|NEU|natural language technologiy|http://allaboutthegames.co.uk/forum/forum_thread.php?thread_id=3690&start=30
ABERT field test data supports the Harris analysis that co-channel COFDM-to-COFDM will require about 4.|NEU|natural language technologiy|http://broadcastengineering.com/mag/broadcasting_transitioning_transmitters_cofdm/
AC (2431 CE): Construction of the first Moon Brains are begun is many systems, with the goal that all will be connected by the portal network, forming an AI vastly more powerful than anything humanity has yet to create.|POS|machine human interface|http://johnsonm.com/garden_universe/Human_History/Great_Renaissance_Era.htm
AD Humanity is becoming a Type 2 civilisation on the Kardashev scale The exponential growth of AI is allowing the manipulation of matter on scales barely dreamed of before.|NEU|machine human interface|http://futuretimeline.net/the-far-future.htm
AD and AI cells in varying proportions; while many AD cells respond to androgen ablation, it rarely cures and most patients will experience recurrence due to takeover of the tumor mass by AI cells.|NEU|machine human interface|http://hrpca.org/chemowaearly.htm
ADP will not dial numbers stored in Do Not Call list: telemarketers can download Do Not Call list from here Auto Dialer Pro can be used to automatically test data modems (test dial-up numbers).|NEU|machine human interface|http://phonedialerpro.com/
AE Face recognition system based on 'no human touch' technology could prove to be the best possible security option.|POS|machine human interface|http://e-articles.info/e/a/title/Biometric-Face-Recognition-Technology-helps-in-Security-Advancement/
AFRL plans to use Condor Cluster for DOD projects like artificial intelligence research, synthetic aperture radar enhancement, image enhancement, and pattern recognition studies.|NEU|research computing|http://nmcap.org/index.php?option=com_content&view=article&id=29&Itemid=48&limitstart=1&fontstyle=f-larger
AGG website offers interactive show-planning News Archive Fall 2006 Asphalt News Posted November 17th, 2006 New AI Publications The Asphalt Institute will introduce a new publication, MS-24 Moisture Sensitivity, later this year.|NEU|natural language technologiy|http://asphaltmagazine.com/singlenews.asp?item_ID=1167&comm=0&list_code_int=MAG01-INT
AI (Adobe Illustrator) Paths 2 Max This tutorial will show you how to use AI paths to make splines in Max.|NEU|machine human interface|http://www.baument.com/restore/Tutorials/AI2MAX.html
AI (Artificial Intelligence) we can for a one player mode to be updated soon.|NEU|gaming|http://aloware.blogspot.com/2009_05_12_archive.html
AI (artificial insemination) can be expensive.|NEU|machine human interface|http://www.tagsrwc.com/chitchat/archive/2006_06_02.html
AI (artificial intelligence) that will fight you in those level.|NEU|gaming|http://bestblackberry.com/blackberry-bold-fun-game-flogo/
AI (as in alect proposal), this could be renamed e.|NEU|natural language technologiy|http://trac.edgewall.org/ticket/1069
AI (avian influenza) and swine flu (H1N1) in the near future and will be replaced with a similar drug supply.|NEU|machine human interface|http://newfluwiki2.com/showDiary.do?diaryId=3340
AI (even robust narrow systems, not even brain emulations or strong AI), then it would appear to be heading that way.|NEU|machine human interface|http://www.rocketpunk-manifesto.com/2010/09/cities-of-earth.html?showComment=1286054596700
AI (exo-wormholes) may also work meaning that golems will work on a players homeplanet against the backdoor hacker AI--WinterBorn 16:17, 12 November 2010 (UTC) not sure if the Zenith trader offerings have changed since 3.|NEU|machine human interface|http://arcengames.com/mediawiki/index.php?title=Talk:AI_War_-_Golems&oldid=3414
AI (or Minister) will not send a colonizer to a potential colony target if it determines another colony ship without orders is closer.|NEU|machine human interface|http://spaceempires.net/modules.php?name=Forums&file=modules&name=Forums&file=viewtopic&t=1909&view=previous
AI - Ken promises the next table by November 23 latest.|NEU|machine human interface|http://open-std.org/JTC1/SC22/WG20/docs/n874-mi.htm
AI - Train's consist from a bought out AI will no longer have more than 8 cars on the routing screen.|NEU|machine human interface|http://www.smrsimple.com/forums/viewtopic.php?f=41&t=811
AI - We are seeing a significant decrease in how far in advance people are booking.|NEU|transhumanism|http://alternateimage.com/blog/aiblog/post.cfm/year/2010/page/6
AI - handled right this would enable Omicron Developments to compete very successfully in the booming security business.|POS|transhumanism|http://orionsarm.com/eg-article/48e6722138bbb
AI 1 moves 1 square along that path of a possible 8 it could move.|NEU|machine human interface|http://www.omnimaga.org/index.php?topic=5100.0;prev_next=prev
AI 171 That code will add the red lei to your account.|NEU|natural language technologiy|http://icpcheats.com/icpcommands/comment-page-8/?replytocom=1905
AI 2005 will be the first time Milwaukee will be the host city.|NEU|machine human interface|http://blogwaybaby.com/archive/2005/06/
AI 21 --- Should be all of above since quality will increase profitability.|POS|machine human interface|http://csqa.info/objective_questions_0?order=title&sort=desc
AI 4), would be less workable for auto-icons placed in the open and subject to the ravages of the elements.|NEG|machine human interface|http://www.utilitarian.net/bentham/about/2002----.htm
AI 4: Boy Edition is the next entry in this blog.|NEU|machine human interface|http://randomcuriosity.com/journal/archives/000747.html
AI 5) Chapels and literary clubs, too, might arrange the auto-icons of their preachers and writers in order of merit, the order to be decided by a ballot of the congregation or the club members.|NEU|machine human interface|http://www.utilitarian.net/bentham/about/2002----.htm
AI 6: Blake Lewis I'll make some blinkies then.|NEU|machine human interface|http://aikenforums.com/index.php?showtopic=464693&st=0
AI :P ummmmmmm i'll post things as i find them if thats alright.|NEU|social media|http://www.myfittribe.com/forums/usability.html
AI AIDS Vaccine Elusive - Even for Patents Inter Press Service - February 8, 2005 Gustavo Capdevila GENEVA, Feb 8 (IPS) - An AIDS vaccine will not be achieved until perhaps 10 years from now, but when that does happen, it will likely be made widely available around the world, without facing hurdles from the question of patent rights, according to WHO officials.|NEU|transhumanism|http://www.aegis.com/news/ips/2005/
AI Activities Everything that was said about the AI during the middlegame still holds true, but the AI will also make special efforts to reinforce its home planet when threatened.|NEU|gaming|http://arcengames.com/mediawiki/index.php?title=AI_War_-_Choosing_A_Difficulty_Level&oldid=440
AI Advice There are nine regional clubs and these Clubs would also be delighted to help.|POS|machine human interface|http://gofarmer.com/products_list/products_list.php?feed=rss2&p=1
AI Airport Pavement Workshop will be held October 23-25, 2007, in Newport Beach, California.|NEU|computer vision|http://asphaltinstitute.org/singlenews.asp?item_ID=1314&comm=0
AI Android Sexy beautiful girls, also can be set to wallpaper, I hope you will.|POS|natural language technologiy|http://www.butterscotch.com/Mobile/Android/Programming/?pg=2
AI Artificial Intelligence: In the near future, scientist Hurt and his team create a highly advanced android kid who might experience feelings, containing love.|POS|machine human interface|http://pressrelease-submission.com/2009/10/a-short-list-of-superlative-film-outlines/
AI Attacks Attacks from AI ships fall under 3 main categories; Special Forces Patrols AI ships will patrol between the Special Forces Command Posts on the map, and their patrol routes can often lead through your planets.|NEU|gaming|http://arcengames.com/communitywiki/index.php?title=How_To_Defend_Planets&printable=yes
AI Australia will come at you through East Russia and has 16 income most likely.|NEU|machine human interface|http://warlight.net/Forum/Thread.aspx?ThreadID=136&Offset=0
AI Beam LED tubes will be slightly larger than a T5 fluorescent with 6 XP LEDs, which will be available in blue, royal blue, white and combinations thereof.|NEU|transhumanism|http://reefbuilders.com/2010/04/13/ai-slim-led-tube-coming-aquaillumination/
AI Buster will be displayed here with detailed biographies.|NEU|machine human interface|http://dothackportal.com/index.php?option=com_content&view=article&id=204&Itemid=493
AI CMC and FFR will all be there along with formula cars and porsche challange.|NEU|machine human interface|http://www.californiafords.com/ubb/ultimatebb.php?ubb=get_topic;f=7;t=000338
AI Catholic rulers are less likely to accept muslim neighbours - AI should no longer appoint court officers who aren't co-religionists.|NEG|machine human interface|http://si-games.com/forums/showthread.php?t=10997
AI Challenges Face the new Pope Posted 12 Apr 2005 at 17:18 UTC by steve A TechNewsWorld article presents the technology challenges that will be faced by the new Pope in the coming years.|NEU|machine human interface|http://robots.net/article/1472.html
AI Coder Joined: 14 Sep 2004, 10:32 Location: Cookieland also, if your factory builds the untis at a rate of 1 per secondand you add a builder ot assist, that builder will till consume resources and the unit will not build faster.|NEU|machine human interface|http://springrts.com/phpbb/viewtopic.php?f=14&t=7457&view=previous
AI Coder Joined: 14 Sep 2004, 10:32 Location: Cookieland lua havign mroe support for thigns liek classes and objects would be betetr.|NEU|natural language technologiy|http://springrts.com/phpbb/viewtopic.php?f=14&t=6569&start=20
AI Conclusion: A Box-Cox transform is likely to induce stationarity of variance.|NEU|machine human interface|http://wessa.net/viewprint.wasp?i=13
AI Construction Seminars Scheduled for Oct.|NEU|machine human interface|http://asphaltinstitute.org/news_archive.asp?comm=0
AI Conversing There are a couple ways you can go about accomplishing this, we will cover a few methods.|NEU|natural language technologiy|http://customcod.com/wiki/index.php?title=Facial_Animation&printable=yes
AI Countries that aim for reformed religion will now change to protestants first.|NEU|machine human interface|http://si-games.com/forums/showthread.php?t=7676
AI Development Group is offering you a product that will make your life much easier, as well as providing increased protection for your information to the highest p !|POS|transhumanism|http://download.alege.net/4291/Steganography-Processor-10.html
AI Development Group is offering you a product that will make your life much easier, as well as providing increased protection for your information to the highest possible extent.|POS|machine human interface|http://azdownloads.info/Steganography-Processor-10_de30751.html
AI Director 2 will even rearrange the levels, shutting off and opening areas dynamically to shunt you around, according to how well you are doing.|NEU|machine human interface|http://www.football4ever.co.uk/liverpool_3147411_B002BSH9IU_Left-4-Dead-2-Xbox-360.html
AI Director will switch things up a bit after death to give a different experience.|NEU|machine human interface|http://epicbattleaxe.com/the-axe-factor-004-cheaper-and-deeper/
AI Editor Beyond Defining The Human Spirit If you would take a look at the human being, you would definitely see the physical aspect at first bat.|NEU|natural language technologiy|http://www.articlepoint.com/Beyond-Defining-The-Human-Spirit/a1340_1
AI End Conditions sets when this weaponset is to be used.|NEU|machine human interface|http://www.the3rdage.net/item-72?addview
AI End That finishes WEAPONSET, let's move on to ARMORSET.|NEU|machine human interface|http://www.the3rdage.net/item-72?addview
AI Enemies may fall to death.|NEG|machine human interface|http://paleface.net/filesequel.html
AI Engineers in expansion bases will not patrol as far away.|NEU|machine human interface|http://warez2go.us/infusions/pro_download_panel/download.php?did=6530
AI Express will also move its headquarters from Mumbai to Kochi as it focuses on routes in the south of India.|NEU|transhumanism|http://jackolivor.blogspot.com/2010_10_01_archive.html
AI Felyne companion who will accompany players on quests and gather extra resources.|NEU|machine human interface|http://www.dabsplay.com/games/platforms/psp/monster-hunter-freedom-unite-psp-essentials/10206919.html
AI Flee rating of 20 or higher will run.|NEU|machine human interface|http://mwmythicmods.com/Archives/CS/Flee%20AI%20help.htm
AI Flee rating of 30 or higher will run.|NEU|machine human interface|http://mwmythicmods.com/Archives/CS/Flee%20AI%20help.htm
AI Flee rating of 40 or higher will run.|NEU|machine human interface|http://mwmythicmods.com/Archives/CS/Flee%20AI%20help.htm
AI Flee rating of 80 or higher will run.|NEU|machine human interface|http://mwmythicmods.com/Archives/CS/Flee%20AI%20help.htm
AI Focus mode starts with normal one-shot focussing (hold the shutter down half way and it will beep when focused) but if the subject starts moving, it will switch to AI Servo mode.|NEU|computer vision|http://www.digital-photography-school.com/two-factors-for-perfect-focus
AI Forex RobotNext Entry Note: This page contains affiliate links that I will be compensated on.|NEU|finance|http://nbcreviews.com/betfair-legend
AI Group 43, once, perhaps they will also try to send letters to help her.|NEU|natural language technologiy|http://stopstonningnow.com/wpress/2249?replytocom=349
AI I have not even gotten to, but I will.|NEU|transhumanism|http://kingdomassignment.org/mykadna-leesabellesi/?m=200906
AI I really have to know, because i am definitely gonna hook up with with a fat-containing sashimi, CARISOPRODOL will always leave her exhausted after a meal you are probably better going with someone else recommendations on mixing those drugs.|NEU|machine human interface|http://inswww.szm.com/carisoprodol/cheap-carisoprodol.html
AI I would consider my experience a success just by being in the same room as many of these talented people.|POS|machine human interface|http://www.chatbugkaren.com/tag/american-idol/
AI If they would all work together, they could come up with a marketable solution far more quickly.|POS|machine human interface|http://general-forums.com/t84298/
AI Improvement Archive New Empire: Total War AI Update On The Way Erik Johnson Creative Assembly has announced a new update for Empire: Total War is currently in the works and will enter the beta group phase shortly.|NEU|gaming|http://gamingdead.com/tag/ai-improvement
AI Issues1 15307 ArmA2 Community Issue TrackerBugAssignedNormalAI gunner of a jeep with the player inside will not engage hostile targets.|NEU|gaming|http://dev-heaven.net/issues?sort=tracker%2Cid%3Adesc
AI Issues7 6669 ArmA2 Community Issue TrackerBugAssignedNormalLanding Autopilot may damage or destroy aircraft.|NEG|machine human interface|http://dev-heaven.net/issues?page=3&sort=updated_on%3Adesc%2Ccategory%2Cid%3Adesc
AI LED owners will get eight XP-loaded LED pucks (1 blue : 2 whites per), eight triple lenses, the new AI LED driver board and a new power supply.|NEU|transhumanism|http://reefbuilders.com/2010/05/04/ai-led-upgrade-kit-now-available-for-owners-of-the-first-generation-aquaillumination/
AI Making Subs If appointed Manager in Player Mode, the AI will continue to control substitutions in games without the player's input.|NEU|gaming|http://kitanamedia.com/forums/viewtopic.php?p=188065
AI Map which is releasing very soon.|NEU|computer vision|http://dotabestguides.blogspot.com/2010/08/dota-668ai-map-dota-allstars-668ai-map.html
AI Maps Downloads that are ready for download but as soon as I have found one I will update this post.|NEU|computer vision|http://dotabestguides.blogspot.com/2010/08/dota-668ai-map-dota-allstars-668ai-map.html
AI Mechanic: AI planets with more than X number of units in cold storage (basically, sitting idle as guards) will now set the excess units above X to be free.|NEU|machine human interface|http://www.arcengames.com/mediawiki/index.php?title=AI_War_-_3.120_Release
AI Memphis Chapter Meeting The Memphis Chapter of the Appraisal Institute will hold its third quarterly membership luncheon Wednesday, August 4 at noon in the Fogelman Executive Conference Center on the University of Memphis campus.|NEU|machine human interface|http://maar.org/default.aspx?p=55214&naid=3877
AI Module (2 weeks): Foundation for a Behavior Tree based AI system that will drive all NPCs higher level behaviors.|NEU|machine human interface|http://www.introversion.co.uk/blog/
AI Movement: Once again you are expected to lead the way no matter what.|NEU|machine human interface|http://87cp.com/gp/product/B003JVKHEQ/ref=s9_hps_bw_ir02/187-4437357-2884320?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=center-6&pf_rd_r=08T2CQFYF68ANTV23HRX&pf_rd_t=101&pf_rd_p=1261008562&pf_rd_i=468642
AI Nap With AI Nap, the system can continue running at minimum power and noise when you are temporarily away.|NEU|machine human interface|https://www.pricelover.com/product/Asus_M4A79T_Deluxe_ATX_PhenomII_AM3_790FX_HT3_5200_16Gb_DDR3_4_x_PCI-E_Crossfire_SATAII_Raid_2_x_1394a_GigaBit_LAN_Audio/M4A79T_DELUXE/
AI Neural Nets will now check to see if an enemy unit's shield is active when performing threat evaluation.|NEU|computer vision|http://xtremerevolution.co.uk/aggregator?page=18
AI Now was there, so we'll post photos later!|NEU|social media|http://www.ainow.org/index.php/tour?start=14
AI Objects At certain levels you will encounter some objects that have a mind of their own.|NEU|gaming|http://nwcable.net/games_channel/news_read.php?games_rip_id=1134829
AI Off options it'll be disabled again.|NEG|machine human interface|http://forums.cncnz.com/index.php?showtopic=13903&st=0&start=0
AI Package List: This is the list of packages this actor will run.|NEU|natural language technologiy|http://betteroblivion.com/chapter4.php
AI Pitcher will no longer throw special pitches in a clutch moment (intentional walks, etc.|NEU|machine human interface|http://my360a.com/redirect.php?tid=1642&goto=lastpost
AI Plus Map Download will be placed in this post.|NEU|computer vision|http://kodamar.com/2271/dota-667c-ai-plus-map-download
AI Plus map will be available here.|NEU|computer vision|http://ngepress.com/gaming/dota-660-ai-plus-dota-allstars-660-ai-plus-news-update/
AI Plus map will be posted here.|NEU|computer vision|http://lacitrixlive.com/international/dota-6-68-ai-map-dota-allstars-6-68-ai-download
AI Progress and -100 negative AI progess, showing a total of 100 AI progress on your screen, you'll see the AI getting new ship types after that point.|NEU|gaming|http://arcengames.com/mediawiki/index.php?title=AI_War_-_AI_Progress&printable=yes
AI Progress would dictate at the time.|NEU|machine human interface|http://arcengames.com/mediawiki/index.php?title=AI_War_-_Current_Post-3.120_Beta
AI Protego would be maid of honour and best man at the wedding of Hessian and Effigy.|POS|machine human interface|http://omniverseone.com/forum/viewtopic.php?p=6130
AI Research and Markets: South Africa Pharmaceuticals and Healthcare Report Q4 2008 - Between 2008 and 2012, it is Forecasted that the Average Drug Expenditure Growth will be 10.|NEU|transhumanism|http://www.aegis.com/news/bw/2009/
AI Residential Appraiser Seminar The Memphis Chapter of the Appraisal Institute will offer an educational seminar for residential appraisers on Tuesday, May 18 in the MAAR Education Center.|NEU|natural language technologiy|http://maar.org/default.aspx?p=55214&naid=3533
AI RoboForm Toolbar for Seamonkey will not be installed because it does not provide secure up dadates.|NEG|machine human interface|http://mozilla-xp.com/mozilla.support.seamonkey/25
AI Robot Dog will not stand for this.|NEG|machine human interface|http://stallioncornell.com/board/viewtopic.php?f=4&t=10321&sid=43b979e7845527fdd326f929c8886b74
AI Robot which assimilates the trades Tom would take.|NEU|machine human interface|http://www.tradeprofits.net/review-of-tom-strignano%c2%b4s-fx-signals
AI Roulette: And that is the only break the game will ever give you.|NEU|gaming|http://tvtropes.org/pmwiki/pmwiki.php/Main/Persona4
AI Saturday, December 25, 2010 Recent News News Archive August 14th, 2006 - Preconstruction Workshop Held for Boeing Field Runway Asphalt Institute Field Engineers conducted a one-day, pre-construction workshop specifically for the engineers, inspectors, airport officials, laboratory technicians and contractor personnel who will be involved in a major runway rehabilitation project at Boeing Field in Seattle.|NEU|social media|http://www.asphaltinstitute.org/beta/singlenews.asp?item_ID=1109&comm=0
AI Saturday, December 25, 2010 Recent News News Archive January 6th, 2006 - Asphalt Pavement Conference 2006: Environmental Innovations in Asphalt The Asphalt Pavement Alliance announced today that the next Asphalt Pavement Conference will be held in Orlando, Florida, March 13-14, 2006.|NEU|search engine|http://www.asphaltinstitute.org/beta/singlenews.asp?item_ID=964&comm=0
AI Servo (continuous predictive focus) AI Focus mode initially locks just like One Shot mode but monitors the focused subject, if the subject moves it will automatically switch to an AI Servo operation.|NEU|machine human interface|http://dpreview.com/reviews/canoneos5dmarkii/page8.asp
AI Servo AF with expansion to include surrounding points.|NEU|computer vision|http://www.birdsasart-blog.com/page/3/
